acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs
4351,NY,14470,Chase_Rev,6115,07012486,7,0.1508,-1.89,122,53,11,2
4352,FL,33176,Discover,3855,02014009,2,0.9799,-0.02,117,20,54,1
4353,CA,90043,Wells,1560,01019400,1,0.0400,-3.22,74,53,73,12
4354,DC,20010,Associates,1400,04013283,4,0.8356,-0.18,143,19,252,1
4355,MI,48227,Associates,289,02013724,2,0.9231,-0.08,117,4,84,19
4356,FL,32533,Discover,1828,03013589,3,0.9473,-0.05,103,54,49,1
4357,MO,64501,Chase,508,02014062,2,0.2548,-1.37,142,21,86,1
4358,NY,10579,Bank_Of_Am,5081,06012561,6,0.4736,-0.75,126,83,34,3
4359,TX,75159,Wells,3440,09011936,9,0.5931,-0.52,131,82,1,1
4360,WA,98208,Bank_Of_Am,3502,02924947,2,0.1144,-2.17,119,48,155,7
4361,OH,45153,Discover,3219,01015045,1,0.2714,-1.3,120,39,99,3
4362,LA,71108,Bank_Of_Am,1198,01019406,1,0.9260,-0.08,144,10,81,5
4363,CA,94086,Associates,1162,08000000,8,0.3942,-0.93,130,1,13,2
4364,NY,11422,Bank_Of_Am,4352,01016069,1,0.7152,-0.34,140,13,51,5
4365,OH,44130,Associates,899,01019503,1,0.7804,-0.25,117,89,41,1
4366,NJ,08332,Associates,1827,01927217,1,0.9120,-0.09,136,91,62,3
4367,TX,75067,Discover,5494,10010147,10,0.7502,-0.29,122,55,67,1
4368,CA,93706,Bank_Of_Am,1469,05012999,5,0.9001,-0.11,129,40,33,2
4369,MD,21218,Bank_Of_Am,6946,03923700,3,0.6298,-0.46,82,17,6,3
4370,VA,24541,Discover,4286,01014820,1,0.4803,-0.73,129,37,166,11
4371,AZ,85051,Wells,1410,04013016,4,0.6546,-0.42,129,96,176,1
4372,AL,35950,Chase_Rev,6646,08012165,8,0.2773,-1.28,83,2,44,3
4373,SC,29732,Discover,3050,04013170,4,0.5492,-0.6,126,82,262,2
4374,MI,48211,Discover,4645,06012573,6,0.9774,-0.02,121,3,88,1
4375,TX,76504,Discover,3175,10011144,10,0.8504,-0.16,125,47,21,3
4376,NC,28340,Discover,787,01015620,1,0.0956,-2.35,140,23,41,2
4377,CO,80215,Wells,3061,02924596,2,0.1712,-1.76,138,83,41,3
4378,TN,37663,Chase,5102,03013530,3,0.5516,-0.59,85,68,63,1
4379,CA,90280,Wells,1405,06012636,6,0.2449,-1.41,87,37,138,1
4380,MA,02584,Bank_Of_Am,1481,02014588,2,0.0526,-2.94,145,18,48,2
4381,WA,98201,Discover,3298,10010174,10,0.0514,-2.97,147,20,24,2
4382,IL,60616,Associates,3990,02014747,2,0.0820,-2.5,130,28,114,1
4383,CA,95828,Wells,1782,01014875,1,0.6541,-0.42,90,83,46,1
4384,MA,02019,Associates,3183,06012730,6,0.8140,-0.21,92,71,40,2
4385,CA,94544,Wells,1985,04013172,4,0.2140,-1.54,120,10,85,1
4386,MI,48341,Discover,1843,02014671,2,0.6123,-0.49,145,60,56,8
4387,CA,90034,Wells_FIB,1902,05012965,5,0.3068,-1.18,124,47,65,5
4388,VA,23669,Chase,2388,04013119,4,0.8552,-0.16,142,38,14,1
4389,TX,75462,Chase,3910,10011569,10,0.4762,-0.74,120,64,232,2
4390,SC,29405,Associates,2742,01015301,1,0.2450,-1.41,133,47,36,2
4391,AZ,85728,Discover,893,09011890,9,0.8129,-0.21,98,54,6,2
4392,TX,78520,Discover,5344,02014658,2,0.4208,-0.87,126,35,13,4
4393,NJ,08021,Discover,2577,01016998,1,0.7505,-0.29,139,55,70,5
4394,TN,37205,Bank_Of_Am,1358,01019374,1,0.4219,-0.86,102,36,29,5
4395,CO,81503,Chase,5903,06012565,6,0.6746,-0.39,144,7,130,1
4396,FL,32405,Discover,4339,05012807,5,0.0736,-2.61,114,85,64,1
4397,MI,49345,Bank_Of_Am,1886,01017356,1,0.7467,-0.29,102,65,120,3
4398,NJ,07843,Discover,5183,06012671,6,0.0417,-3.18,138,60,56,14
4399,MI,48872,Discover,989,04013193,4,0.1629,-1.81,130,97,52,11
4400,MI,48130,Bank_Of_Am,8116,01015324,1,0.8037,-0.22,135,78,20,4
4401,CA,95240,Bank_Of_Am,4505,09012109,9,0.7979,-0.23,126,47,76,1
4402,NY,11731,Discover,1604,01017300,1,0.7637,-0.27,139,82,141,1
4403,CA,94602,Wells,3689,01019254,1,0.3514,-1.05,112,3,72,1
4404,FL,33144,Discover,5194,02014050,2,0.2352,-1.45,125,10,198,1
4405,OH,45426,Discover,894,08000000,8,0.0596,-2.82,87,26,22,1
4406,PA,15205,Discover,2193,01017340,1,0.1778,-1.73,112,50,34,2
4407,TX,78046,Discover,4991,10011727,10,0.5148,-0.66,139,60,95,1
4408,PA,15235,Discover,4508,06012729,6,0.0240,-3.73,141,98,104,7
4409,FL,32608,Discover,3347,01017275,1,0.8275,-0.19,140,82,40,1
4410,MA,02188,Associates,2021,02014217,2,0.3516,-1.05,140,81,88,1
4411,CT,06513,Associates,5188,01015108,1,0.9843,-0.02,86,49,96,5
4412,MO,63044,Bank_Of_Am,2072,02014255,2,0.1897,-1.66,93,59,66,1
4413,VA,22901,Discover,6048,02014566,2,0.1850,-1.69,108,69,7,1
4414,WI,54665,Associates,6613,10011382,10,0.8149,-0.2,120,15,22,4
4415,MS,39153,Discover,1736,06012636,6,0.7668,-0.27,136,38,104,1
4416,NY,13208,Bank_Of_Am,2404,01016918,1,0.1830,-1.7,143,44,148,4
4417,VT,05855,Discover,1469,01016894,1,0.9802,-0.02,109,4,101,2
4418,OR,97355,Chase_Rev,6361,04013259,4,0.7025,-0.35,124,86,5,2
4419,PA,18640,Chase,2092,03013468,3,0.5227,-0.65,145,94,18,1
4420,MI,48661,Discover,1232,06012753,6,0.9592,-0.04,115,82,158,5
4421,TX,75442,Chase,2343,10011376,10,0.4752,-0.74,108,24,20,5
4422,MA,02169,Chase_Rev,7319,08012214,8,0.8672,-0.14,125,10,34,1
4423,CA,91732,Wells,2286,05012829,5,0.5212,-0.65,127,65,10,4
4424,CA,90044,Wells,4584,02014371,2,0.1815,-1.71,128,58,8,1
4425,FL,34482,Associates,2667,02013885,2,0.2605,-1.35,132,56,53,1
4426,GA,31301,Discover,3597,06012714,6,0.8216,-0.2,114,77,129,4
4427,NJ,07112,Discover,1850,01015439,1,0.6645,-0.41,109,90,32,1
4428,AR,72036,Chase,1125,04013186,4,0.4058,-0.9,118,63,86,2
4429,TX,76116,Bank_Of_Am,1400,08012148,8,0.0489,-3.02,111,36,90,4
4430,NY,10030,Associates,3378,07012397,7,0.8497,-0.16,134,43,51,1
4431,SC,29223,Associates,3232,07012390,7,0.2925,-1.23,105,92,84,3
4432,TX,78336,Discover,1988,08012244,8,0.8144,-0.21,120,85,51,13
4433,SC,29706,Discover,2754,06012684,6,0.2178,-1.52,137,12,39,1
4434,CA,91403,Wells,2288,06012677,6,0.2576,-1.36,124,34,51,3
4435,MA,01515,Bank_Of_Am,6495,05012781,5,0.0012,-6.7,105,97,76,5
4436,NY,10309,Bank_Of_Am,3120,05012923,5,0.2471,-1.4,121,22,53,4
4437,CO,80863,Chase,9771,03923979,3,0.9081,-0.1,110,63,34,1
4438,NC,28459,Discover,3311,04013014,4,0.0345,-3.37,126,55,89,7
4439,FL,33012,Bank_Of_Am,452,02014605,2,0.3189,-1.14,119,48,102,2
4440,AL,35576,Discover,1858,03013637,3,0.8737,-0.14,85,16,133,5
4441,MA,02780,Chase_Rev,2220,03013344,3,0.5324,-0.63,137,76,145,2
4442,CA,93458,Wells,1110,08000000,8,0.1193,-2.13,137,2,120,1
4443,CO,80743,Bank_Of_Am,6006,01016175,1,0.8888,-0.12,110,69,617,3
4444,MA,02124,Discover,3824,03013355,3,0.4537,-0.79,86,79,70,6
4445,CA,90805,Wells,1564,04013217,4,0.6285,-0.46,140,63,51,5
4446,CA,92236,Wells_FIB,5912,06012598,6,0.8179,-0.2,143,28,48,11
4447,CA,90048,Wells,3488,03013516,3,0.9760,-0.02,142,97,108,3
4448,NY,14620,Associates,5425,09011955,9,0.6144,-0.49,148,53,105,2
4449,OH,43906,Discover,3645,05012876,5,0.6882,-0.37,124,77,126,1
4450,TX,77303,Bank_Of_Am,1790,09011888,9,0.2857,-1.25,138,19,37,2
4451,PA,15120,Associates,5878,04013226,4,0.8928,-0.11,136,43,105,5
4452,LA,70805,Associates,1151,01019476,1,0.0901,-2.41,108,86,64,1
4453,NY,14215,Associates,1623,02014027,2,0.4515,-0.8,132,97,46,2
4454,LA,70506,Wells,11538,02013954,2,0.1523,-1.88,138,65,162,4
4455,VA,22812,Chase,3599,03013306,3,0.3705,-0.99,124,78,42,2
4456,MS,39096,Discover,1296,05012968,5,0.2595,-1.35,135,11,135,6
4457,NE,68110,Associates,7652,01018800,1,0.3345,-1.1,134,21,71,7
4458,CA,95828,Chase_Rev,2195,06012732,6,0.2657,-1.33,124,62,104,1
4459,MA,02472,Discover,6548,08012312,8,0.0543,-2.91,110,17,132,2
4460,MI,48235,Discover,8310,08012224,8,0.3135,-1.16,125,24,55,2
4461,FL,32826,Chase_Rev,1583,03013605,3,0.5017,-0.69,132,21,52,3
4462,TX,76401,Bank_Of_Am,1691,08012210,8,0.8314,-0.18,120,1,6,1
4463,FL,32221,Chase,326,02014409,2,0.9034,-0.1,113,71,94,2
4464,CT,06606,Discover,3062,07012503,7,0.2682,-1.32,123,59,88,11
4465,KS,67212,Chase_Rev,2667,03013425,3,0.8196,-0.2,131,11,73,1
4466,NY,11226,Chase,555,01014900,1,0.5193,-0.66,128,98,220,3
4467,LA,70812,Discover,1709,03013443,3,0.2802,-1.27,127,1,78,2
4468,ME,04864,Discover,3840,10011712,10,0.0394,-3.23,120,49,16,9
4469,OR,97402,Wells_FIB,13425,10011867,10,0.6185,-0.48,117,8,68,1
4470,TX,77083,Wells,1032,01016088,1,0.9626,-0.04,132,19,41,1
4471,CA,94044,Wells,1310,05012807,5,0.5282,-0.64,139,3,9,2
4472,PA,15228,Chase_Rev,2712,04013132,4,0.1223,-2.1,112,41,40,1
4473,NC,28403,Associates,4406,01016783,1,0.2504,-1.38,143,29,130,4
4474,FL,32257,Discover,2624,09921035,9,0.1071,-2.23,127,37,20,1
4475,GA,30577,Associates,4509,01925824,1,0.5585,-0.58,126,73,107,1
4476,CA,92646,Wells,5659,01015688,1,0.1658,-1.8,129,77,38,7
4477,NY,11704,Chase_Bony,2764,04013075,4,0.9522,-0.05,130,60,19,2
4478,SC,29650,Discover,6772,05012971,5,0.9705,-0.03,134,81,39,3
4479,MA,01510,Associates,269,01015391,1,0.9992,0,133,71,14,1
4480,FL,33334,Discover,10131,01016060,1,0.8738,-0.13,134,30,157,2
4481,KY,40165,Discover,6453,01016188,1,0.4712,-0.75,127,19,104,1
4482,NY,11372,Discover,2506,04013113,4,0.1986,-1.62,121,65,41,1
4483,IL,62966,Associates,3953,01019428,1,0.3441,-1.07,144,78,58,7
4484,CA,94016,Discover,3729,08921643,8,0.6322,-0.46,95,37,10,2
4485,CA,94566,Discover,553,06012599,6,0.2950,-1.22,81,14,2,2
4486,NM,88005,Discover,6075,10011364,10,0.7141,-0.34,111,7,228,6
4487,AK,99516,Bank_Of_Am,7103,08012224,8,0.9242,-0.08,102,24,40,2
4488,IN,46260,Chase,4438,08000000,8,0.6297,-0.46,120,65,149,2
4489,IL,60622,Discover,2240,06012595,6,0.9408,-0.06,106,26,5,2
4490,CA,94598,Wells,1336,05012998,5,0.1382,-1.98,141,14,92,3
4491,MO,63119,Associates,4353,04013216,4,0.4048,-0.9,87,14,96,2
4492,CA,90019,Wells,2264,06012725,6,0.4601,-0.78,128,95,41,2
4493,CA,92126,Bank_Of_Am,8234,01018958,1,0.1038,-2.27,139,32,325,1
4494,WA,98052,Chase,1239,06012589,6,0.2666,-1.32,109,8,2,1
4495,CA,94002,Wells,1909,05012878,5,0.6685,-0.4,138,89,120,2
4496,CA,91791,Bank_Of_Am,2599,07012493,7,0.2585,-1.35,117,34,78,2
4497,TX,78744,Chase_Rev,2233,08012161,8,0.4754,-0.74,115,49,63,4
4498,CT,06460,Bank_Of_Am,4848,02014436,2,0.6808,-0.38,125,87,76,1
4499,WA,99402,Associates,1752,06012608,6,0.1733,-1.75,133,87,128,1
4500,OR,97502,Wells_FIB,2228,01017274,1,0.8927,-0.11,139,76,115,3
4501,MD,21804,Discover,2960,04013257,4,0.4230,-0.86,124,69,86,1
4502,TX,77706,Discover,1761,09011990,9,0.0967,-2.34,141,10,70,5
4503,NC,27360,Bank_Of_Am,304,01014888,1,0.2882,-1.24,124,66,18,6
4504,IN,46970,Chase_Rev,5096,06012589,6,0.0028,-5.89,138,96,5,2
4505,FL,32808,Wells,3688,04013085,4,0.7383,-0.3,131,66,2,1
4506,ME,04634,Bank_Of_Am,1958,07012355,7,0.6707,-0.4,141,45,74,4
4507,CA,93901,Bank_Of_Am,3482,06012650,6,0.4317,-0.84,142,12,2,1
4508,CA,92612,Bank_Of_Am,1041,08012148,8,0.6416,-0.44,146,5,1,1
4509,TX,75702,Discover,2843,04013267,4,0.4243,-0.86,138,38,79,2
4510,OH,45069,Chase,3253,05012917,5,0.3287,-1.11,96,32,119,3
4511,NY,12701,Associates,4621,01016703,1,0.8651,-0.14,83,82,82,3
4512,WA,98168,Bank_Of_Am,722,09011975,9,0.2172,-1.53,135,42,107,1
4513,TN,37036,Chase,4186,05012863,5,0.9845,-0.02,120,47,43,1
4514,FL,32302,Chase_Rev,5820,06012752,6,0.5963,-0.52,122,88,70,1
4515,OH,45714,Discover,4231,03013344,3,0.5282,-0.64,125,50,50,4
4516,FL,33020,Wells,9147,04013122,4,0.9051,-0.1,127,65,61,1
4517,MO,65725,Discover,1963,02014404,2,0.2795,-1.27,140,82,57,5
4518,CA,94087,Wells,1240,05012816,5,0.5675,-0.57,115,57,156,3
4519,FL,33126,Wells,2905,03013657,3,0.2273,-1.48,120,88,321,3
4520,IL,60453,Chase,7838,08012234,8,0.1498,-1.9,118,16,58,2
4521,NJ,07032,Discover,6937,01019036,1,0.6785,-0.39,105,24,1,1
4522,TX,77016,Bank_Of_Am,888,05012828,5,0.1094,-2.21,131,11,93,1
4523,CA,91790,Bank_Of_Am,7278,02014114,2,0.6180,-0.48,115,54,70,1
4524,NY,14760,Discover,6097,08012317,8,0.2853,-1.25,101,72,120,1
4525,CA,94804,Bank_Of_Am,3912,08012321,8,0.3719,-0.99,124,88,72,1
4526,OH,45309,Discover,7067,07012447,7,0.3690,-1,120,34,111,1
4527,CA,92314,Wells,8088,09011938,9,0.4814,-0.73,105,82,61,3
4528,TX,77016,Bank_Of_Am,2466,08012322,8,0.0697,-2.66,95,94,47,6
4529,IL,60302,Discover,5947,07012528,7,0.3213,-1.14,95,51,359,2
4530,IL,61873,Discover,1165,01015988,1,0.5775,-0.55,77,49,71,3
4531,FL,32058,Discover,4649,02014206,2,0.5227,-0.65,100,66,33,9
4532,CA,91331,Discover,2688,03013489,3,0.0566,-2.87,117,66,43,4
4533,TX,79854,Associates,4450,03013550,3,0.7378,-0.3,103,1,69,2
4534,WA,98346,Bank_Of_Am,2630,01019568,1,0.7430,-0.3,135,23,16,2
4535,NY,11212,Chase_Rev,3947,05013008,5,0.3854,-0.95,139,78,105,1
4536,NY,10010,Bank_Of_Am,1473,01015313,1,0.0452,-3.1,109,61,50,1
4537,CA,95901,Wells,1373,05012937,5,0.4239,-0.86,115,58,65,1
4538,CT,06088,Bank_Of_Am,7263,09920919,9,0.9452,-0.06,126,85,69,4
4539,CT,06705,Discover,4600,03013509,3,0.0532,-2.93,140,5,33,1
4540,IA,50021,Associates,1069,04013039,4,0.4775,-0.74,135,91,87,4
4541,MD,20817,Chase_Rev,5164,06012568,6,0.6627,-0.41,119,92,17,1
4542,ME,04330,Discover,1069,04013268,4,0.6090,-0.5,130,29,7,2
4543,TX,77379,Bank_Of_Am,5943,10010158,10,0.6470,-0.44,126,23,6,1
4544,IL,60099,Associates,1590,04013072,4,0.0390,-3.24,113,6,117,2
4545,TX,77590,Discover,7386,10011176,10,0.8641,-0.15,132,48,18,2
4546,CA,95446,Wells,1436,06012687,6,0.8628,-0.15,83,18,143,6
4547,NY,12804,Wells,2255,01016318,1,0.5343,-0.63,99,78,88,3
4548,MA,02119,Bank_Of_Am,2116,02013684,2,0.6018,-0.51,134,29,72,1
4549,CA,92105,Discover,6021,06012688,6,0.3182,-1.14,92,12,87,1
4550,KS,67216,Discover,6451,01015748,1,0.4446,-0.81,125,82,42,1
4551,FL,32951,Chase,2530,03013538,3,0.0318,-3.45,103,81,49,4
4552,NY,10029,Discover,934,08000000,8,0.5432,-0.61,118,74,137,5
4553,CA,92586,Associates,1869,01016855,1,0.7245,-0.32,96,96,89,2
4554,WI,53042,Associates,2323,03013311,3,0.7596,-0.27,105,70,172,7
4555,CA,94015,Bank_Of_Am,7334,01016686,1,0.6407,-0.45,107,85,74,4
4556,TX,75232,Discover,3600,01019500,1,0.1880,-1.67,127,88,71,1
4557,PA,15906,Wells,1640,01019577,1,0.4894,-0.71,124,52,40,2
4558,KY,40272,Bank_Of_Am,385,05012844,5,0.8230,-0.19,140,94,158,1
4559,MT,59860,Wells_FIB,2933,08012351,8,0.6202,-0.48,122,55,80,2
4560,CT,06902,Discover,2331,03013533,3,0.6790,-0.39,132,83,77,1
4561,CA,91711,Chase,2330,06012657,6,0.0160,-4.14,128,81,31,2
4562,CA,90262,Wells,1143,05012950,5,0.8889,-0.12,136,38,79,3
4563,CT,06515,Chase,3688,05012838,5,0.2319,-1.46,127,22,335,1
4564,NE,68803,Wells,1210,01019554,1,0.6850,-0.38,145,40,51,3
4565,CA,95123,Wells,747,04923516,4,0.3698,-0.99,110,23,25,1
4566,TN,37412,Discover,1656,01015391,1,0.1694,-1.78,118,86,25,3
4567,CA,95076,Wells,1362,02924388,2,0.0746,-2.6,111,46,41,9
4568,MN,55306,Chase,3167,05012887,5,0.8337,-0.18,120,90,70,2
4569,FL,33147,Discover,2649,07012522,7,0.0154,-4.17,132,14,25,1
4570,PA,19131,Chase_Rev,4605,05012827,5,0.6159,-0.48,138,10,178,6
4571,CA,95610,Bank_Of_Am,1126,01926178,1,0.7787,-0.25,131,41,36,3
4572,TX,75040,Bank_Of_Am,3567,02014538,2,0.9235,-0.08,142,3,74,4
4573,CA,92801,Bank_Of_Am,9831,10011548,10,0.9516,-0.05,132,60,87,4
4574,MN,55116,Discover,1440,01019407,1,0.5058,-0.68,125,70,89,5
4575,FL,33853,Discover,2213,04013261,4,0.4399,-0.82,114,53,43,4
4576,RI,02915,Chase_Bony,1015,04013211,4,0.0565,-2.87,110,3,61,4
4577,CA,92707,Wells,2457,05012794,5,0.5599,-0.58,123,34,77,1
4578,FL,33707,Bank_Of_Am,3956,02014193,2,0.1459,-1.92,123,14,66,1
4579,GA,30005,Chase_Rev,7200,07012440,7,0.5691,-0.56,134,90,37,1
4580,PA,19119,Discover,2861,04013231,4,0.2907,-1.24,130,70,66,8
4581,NY,10512,Discover,4062,06012595,6,0.9673,-0.03,138,94,100,1
4582,VA,22201,Bank_Of_Am,627,02014315,2,0.0948,-2.36,117,87,111,1
4583,CA,92630,Wells,1707,02014273,2,0.2362,-1.44,95,47,7,1
4584,CA,93033,Discover,8861,06012717,6,0.8971,-0.11,118,15,150,9
4585,IL,60618,Discover,1955,01019730,1,0.5472,-0.6,93,18,108,3
4586,CA,94587,Associates,1505,07012524,7,0.0905,-2.4,142,25,31,1
4587,CA,92173,Wells,1690,05012892,5,0.3948,-0.93,95,66,1,1
4588,PA,15104,Discover,1688,03013506,3,0.0206,-3.88,130,22,60,2
4589,CA,90044,Bank_Of_Am,1257,06012630,6,0.2994,-1.21,95,70,66,7
4590,TX,77640,Associates,2182,05012831,5,0.0967,-2.34,106,86,70,22
4591,IL,60412,Chase,8719,06012604,6,0.9685,-0.03,105,44,84,2
4592,TN,37887,Associates,2240,04013288,4,0.5567,-0.59,105,20,31,2
4593,CA,91748,Wells,1952,01015473,1,0.5965,-0.52,122,48,50,3
4594,IL,60120,Bank_Of_Am,1352,02014082,2,0.3961,-0.93,133,13,93,13
4595,MD,21207,Discover,7193,01019444,1,0.3204,-1.14,113,51,233,5
4596,MD,21228,Associates,1285,07012418,7,0.8221,-0.2,123,82,54,3
4597,VA,24523,Associates,4788,01015376,1,0.7215,-0.33,88,35,80,12
4598,KY,40068,Associates,3316,01019430,1,0.9102,-0.09,124,49,32,6
4599,OK,73122,Associates,3293,01014992,1,0.9512,-0.05,120,99,41,8
4600,TX,77642,Bank_Of_Am,2569,09011995,9,0.5412,-0.61,146,50,84,12
4601,IL,60406,Wells,1471,04013206,4,0.9869,-0.01,129,96,54,3
4602,TN,38011,Associates,4491,02014131,2,0.3292,-1.11,105,43,46,3
4603,CA,90620,Wells,1730,01019424,1,0.9551,-0.05,141,59,73,1
4604,OH,44085,Bank_Of_Am,9055,01015750,1,0.1911,-1.66,103,97,54,19
4605,GA,30188,Associates,4096,05012771,5,0.9566,-0.04,137,77,468,2
4606,GA,31750,Associates,1193,01019510,1,0.6488,-0.43,125,79,131,6
4607,IA,52349,Discover,5562,10011844,10,0.9934,-0.01,115,79,31,14
4608,TX,75043,Associates,5565,10011246,10,0.0343,-3.37,117,95,146,10
4609,NJ,08033,Discover,5629,01016840,1,0.3460,-1.06,130,47,39,4
4610,NY,10467,Discover,2426,04013261,4,0.6150,-0.49,102,81,38,1
4611,ID,83301,Discover,3200,09012109,9,0.2153,-1.54,94,69,22,1
4612,NJ,07501,Bank_Of_Am,4821,01015981,1,0.9716,-0.03,112,56,51,7
4613,IL,60640,Discover,4160,08012207,8,0.0547,-2.91,131,53,75,1
4614,NV,89128,Chase_Rev,1129,10011836,10,0.3362,-1.09,124,35,113,1
4615,MN,55439,Bank_Of_Am,3325,01015284,1,0.0416,-3.18,99,17,35,10
4616,FL,33409,Discover,2866,04013277,4,0.6680,-0.4,142,75,57,1
4617,NY,14621,Discover,1551,08000000,8,0.0026,-5.97,136,25,100,7
4618,NY,11422,Wells,4109,01017158,1,0.8271,-0.19,138,88,50,6
4619,GA,30668,Associates,996,07012543,7,0.8435,-0.17,129,8,41,11
4620,NJ,07513,Chase_Bony,1827,02014323,2,0.5762,-0.55,103,14,249,2
4621,NC,28311,Bank_Of_Am,4536,02013734,2,0.7395,-0.3,136,58,71,1
4622,GA,30260,Associates,2681,03013467,3,0.9201,-0.08,112,73,78,1
4623,MA,01752,Discover,6517,04013039,4,0.1180,-2.14,137,52,7,7
4624,IL,60202,Bank_Of_Am,917,04013209,4,0.3166,-1.15,144,77,36,1
4625,AZ,85044,Bank_Of_Am,2105,01019285,1,0.1681,-1.78,109,70,102,3
4626,PA,15332,Discover,5915,01016447,1,0.3612,-1.02,132,92,21,8
4627,CA,95111,Wells,2324,04013175,4,0.2976,-1.21,132,28,3,1
4628,NY,11746,Discover,1622,04923295,4,0.5568,-0.59,99,16,60,2
4629,OR,97219,Bank_Of_Am,6122,01019179,1,0.5417,-0.61,131,20,272,5
4630,CT,06320,Bank_Of_Am,3431,06012624,6,0.7177,-0.33,142,90,240,11
4631,MD,20601,Associates,1582,02014139,2,0.4300,-0.84,113,96,51,2
4632,NY,12953,Associates,3172,05012873,5,0.8647,-0.15,137,25,218,3
4633,PA,18519,Discover,3781,05012988,5,0.1689,-1.78,130,84,79,1
4634,MA,01201,Associates,5990,05012991,5,0.5805,-0.54,93,44,34,7
4635,NY,10550,Associates,995,03013615,3,0.2756,-1.29,139,67,72,2
4636,FL,32055,Discover,4313,04013226,4,0.5966,-0.52,126,71,63,3
4637,NY,11373,Discover,3979,05012809,5,0.9771,-0.02,108,8,56,1
4638,TN,37135,Discover,4505,01015379,1,0.9880,-0.01,131,10,60,1
4639,TN,37742,Chase,1426,05012918,5,0.3177,-1.15,99,40,34,1
4640,LA,70117,Chase,2793,08000000,8,0.0319,-3.45,123,80,37,1
4641,CA,94043,Wells,3106,01014786,1,0.2734,-1.3,80,4,117,12
4642,TN,37412,Discover,2444,07012485,7,0.3432,-1.07,142,63,198,9
4643,CA,91942,Associates,1810,05013003,5,0.6283,-0.46,122,68,104,2
4644,AZ,85015,Bank_Of_Am,996,03013397,3,0.3718,-0.99,129,43,277,1
4645,FL,32073,Discover,3831,01019420,1,0.2112,-1.55,123,76,313,2
4646,HI,96817,Bank_Of_Am,1824,02014401,2,0.8607,-0.15,131,85,180,6
4647,MA,02169,Discover,3926,05012811,5,0.9259,-0.08,116,27,72,1
4648,MA,02170,Bank_Of_Am,8298,05012944,5,0.1422,-1.95,107,18,120,3
4649,NC,28339,Chase,2348,02014324,2,0.0336,-3.39,118,6,23,1
4650,PA,15537,Discover,4001,02014761,2,0.9365,-0.07,135,89,79,3
4651,KY,41022,Discover,11260,07012461,7,0.8043,-0.22,114,11,37,1
4652,CA,93010,Wells,2525,06012630,6,0.7079,-0.35,90,91,29,1
4653,PA,18063,Associates,1146,05012795,5,0.1790,-1.72,127,60,158,1
4654,HI,96818,Associates,4466,01015678,1,0.5548,-0.59,123,88,130,1
4655,IN,46375,Chase_Rev,7292,04013085,4,0.7776,-0.25,141,20,33,2
4656,NM,87106,Bank_Of_Am,1065,05012958,5,0.3931,-0.93,134,16,289,2
4657,TX,77803,Discover,6320,10011532,10,0.5798,-0.55,133,33,8,1
4658,MD,21043,Discover,7738,03013672,3,0.3633,-1.01,140,85,54,1
4659,NY,11709,Bank_Of_Am,6884,01015175,1,0.4244,-0.86,128,65,106,4
4660,KS,67735,Chase,2065,03013563,3,0.0197,-3.93,112,99,4,1
4661,KY,41537,Chase_Rev,2278,03013358,3,0.6015,-0.51,147,34,61,2
4662,CA,92562,Wells,1255,03013345,3,0.1633,-1.81,104,27,139,2
4663,VA,23602,Bank_Of_Am,2293,01019414,1,0.3767,-0.98,125,9,111,6
4664,CA,90291,Wells_FIB,4805,08012329,8,0.8436,-0.17,142,26,59,1
4665,GA,30318,Associates,8350,01014867,1,0.4319,-0.84,145,56,57,29
4666,KY,40962,Associates,751,02013929,2,0.8579,-0.15,78,33,70,3
4667,CA,93263,Wells,1916,03013494,3,0.8381,-0.18,145,43,30,6
4668,CA,90069,Wells,5548,08012311,8,0.1759,-1.74,123,78,97,1
4669,LA,71134,Chase,5058,06012581,6,0.1384,-1.98,136,34,95,2
4670,MN,56164,Discover,1628,01017485,1,0.7682,-0.26,116,45,63,3
4671,NY,11742,Discover,4701,01014805,1,0.5100,-0.67,133,65,40,3
4672,CA,90034,Bank_Of_Am,2000,05012877,5,0.0960,-2.34,91,83,55,11
4673,FL,33615,Discover,3900,03013624,3,0.9193,-0.08,127,91,12,2
4674,GA,30288,Wells,1702,02013688,2,0.9625,-0.04,101,17,15,2
4675,DE,19701,Bank_Of_Am,5934,06012688,6,0.5832,-0.54,94,3,234,2
4676,TN,37663,Chase,2171,02014421,2,0.7724,-0.26,121,91,25,1
4677,CA,91730,Wells,1068,06012620,6,0.0021,-6.18,133,99,78,15
4678,CA,93635,Wells,1088,05012813,5,0.4910,-0.71,139,30,14,1
4679,TX,77511,Wells,10786,10011055,10,0.4373,-0.83,107,70,32,4
4680,OR,97366,Wells,951,03013347,3,0.7236,-0.32,125,91,47,1
4681,NY,12901,Discover,5270,04013012,4,0.7513,-0.29,78,37,8,5
4682,MN,55414,Discover,1964,09012026,9,0.9913,-0.01,124,73,77,2
4683,CA,95926,Wells,1094,01016719,1,0.7798,-0.25,115,85,74,9
4684,FL,33055,Associates,3331,08012164,8,0.0338,-3.39,123,88,182,4
4685,CA,92083,Wells,1686,01015457,1,0.0880,-2.43,138,76,76,9
4686,OH,43074,Associates,2949,04013257,4,0.9691,-0.03,131,63,39,7
