customerid,credit,current_account,duration,previous_credit,purpose,amount,value_saving_stocks,tenure,install_rate,marital_status_sex,debtor_guarantors,living_at_current_address,valueable_assets,age,other_credits,apartment_type,credits_at_bank,occupation,num_dependents,broadband,foreign_worker
1263,good,no_running_account,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1.5K_to_2.5K,not_available_or_no_savings,less_than_1_year,less_than_20_percent,female_not_single_or_male_single,none,less_than_1_year,saving_contract_or_life_insurance,from_26_to_39,at_department_stores,rented_flat,one,skilled_worker,three_or_more,no,yes
1264,good,more_than_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,other,from_1.5K_to_2.5K,less_than_100_DM,from_4_to_7_years,less_than_20_percent,female_single,none,from_4_to_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1265,good,more_than_200_DM,from_30_to_36,hesitant_pmt_of_previous_credit,household_appliances,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1266,good,more_than_200_DM,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,used_car,from_2.5K_to_5K,not_available_or_no_savings,less_than_1_year,from_20_to_35_percent,male_married_or_widowed,none,from_4_to_7_years,car_or_other,from_26_to_39,at_other_banks,rented_flat,two_or_three,unskilled_with_permanent_residence,three_or_more,no,yes
1267,bad,no_balance_or_debit,from_30_to_36,paid_back_previous_credits_at_this_bank,other,from_2.5K_to_5K,not_available_or_no_savings,less_than_1_year,less_than_20_percent,male_divorced_or_separated,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1268,good,no_balance_or_debit,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_2.5K_to_5K,not_available_or_no_savings,from_4_to_7_years,from_20_to_35_percent,female_not_single_or_male_single,none,less_than_1_year,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1269,bad,no_running_account,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,other,from_2.5K_to_5K,not_available_or_no_savings,less_than_1_year,less_than_20_percent,female_not_single_or_male_single,none,less_than_1_year,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1270,good,no_running_account,from_24_to_30,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_25_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,executive,three_or_more,no,yes
1271,bad,no_running_account,from_18_to_24,problematic_running_account,used_car,from_2.5K_to_5K,not_available_or_no_savings,from_4_to_7_years,from_20_to_25_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,at_other_banks,rented_flat,one,skilled_worker,three_or_more,no,yes
1272,good,more_than_200_DM,from_42_to_48,problematic_running_account,retraining,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,more_than_35_percent,female_not_single_or_male_single,none,less_than_1_year,not_available_or_no_assets,from_26_to_39,at_department_stores,rented_flat,one,skilled_worker,three_or_more,no,yes
1273,good,no_running_account,from_12_to_18,no_problems_current_credit_at_bank,used_car,from_2.5K_to_5K,not_available_or_no_savings,more_than_7_years,more_than_35_percent,female_not_single_or_male_single,none,more_than_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,unskilled_with_permanent_residence,three_or_more,no,yes
1274,good,no_balance_or_debit,from_18_to_24,paid_back_previous_credits_at_this_bank,retraining,from_2.5K_to_5K,not_available_or_no_savings,from_4_to_7_years,from_20_to_35_percent,male_married_or_widowed,none,from_4_to_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1275,good,no_balance_or_debit,from_30_to_36,no_previous_credit_or_paid_back_all_previous_credits,repair,from_2.5K_to_5K,more_than_1000_DM,from_1_to_4_years,from_20_to_35_percent,female_single,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1276,good,more_than_200_DM,from_12_to_18,paid_back_previous_credits_at_this_bank,new_car,from_2.5K_to_5K,not_available_or_no_savings,from_4_to_7_years,from_20_to_25_percent,male_married_or_widowed,none,less_than_1_year,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1277,good,no_running_account,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,used_car,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,at_department_stores,rented_flat,one,skilled_worker,three_or_more,no,yes
1278,good,more_than_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,retraining,from_2.5K_to_5K,less_than_100_DM,from_1_to_4_years,from_20_to_25_percent,male_married_or_widowed,none,from_4_to_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,unskilled_with_permanent_residence,three_or_more,yes,yes
1279,good,no_balance_or_debit,from_42_to_48,paid_back_previous_credits_at_this_bank,new_car,from_2.5K_to_5K,less_than_100_DM,unemployed,from_20_to_25_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1280,good,more_than_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,new_car,from_5K_to_7.5K,from_500_to_1000_DM,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1281,bad,no_running_account,from_36_to_42,paid_back_previous_credits_at_this_bank,repair,from_5K_to_7.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_4_to_7_years,house_or_land,from_26_to_39,at_other_banks,rented_flat,one,skilled_worker,three_or_more,yes,yes
1282,good,more_than_200_DM,from_18_to_24,paid_back_previous_credits_at_this_bank,business,from_5K_to_7.5K,not_available_or_no_savings,unemployed,less_than_20_percent,male_married_or_widowed,Co-Applicant,from_1_to_4_years,house_or_land,from_26_to_39,at_other_banks,rented_flat,two_or_three,executive,three_or_more,yes,yes
1283,good,no_balance_or_debit,>54,no_problems_current_credit_at_bank,furniture,from_5K_to_7.5K,more_than_1000_DM,from_1_to_4_years,more_than_35_percent,male_married_or_widowed,none,less_than_1_year,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,unskilled_with_permanent_residence,three_or_more,no,yes
1284,bad,more_than_200_DM,from_30_to_36,no_problems_current_credit_at_bank,retraining,from_7.5K_to_10K,more_than_1000_DM,less_than_1_year,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,two_or_three,skilled_worker,three_or_more,yes,yes
1285,good,more_than_200_DM,from_24_to_30,no_problems_current_credit_at_bank,new_car,from_7.5K_to_10K,from_500_to_1000_DM,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1286,bad,more_than_200_DM,from_18_to_24,no_problems_current_credit_at_bank,retraining,from_7.5K_to_10K,not_available_or_no_savings,less_than_1_year,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,at_other_banks,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1287,good,no_balance_or_debit,>54,no_problems_current_credit_at_bank,furniture,from_7.5K_to_10K,more_than_1000_DM,from_1_to_4_years,from_20_to_35_percent,male_married_or_widowed,none,from_1_to_4_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,one,executive,three_or_more,no,yes
1288,bad,no_balance_or_debit,from_42_to_48,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_10K_to_15K,from_500_to_1000_DM,from_4_to_7_years,more_than_35_percent,male_married_or_widowed,Co-Applicant,from_1_to_4_years,house_or_land,from_26_to_39,at_other_banks,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1289,bad,no_balance_or_debit,>54,no_previous_credit_or_paid_back_all_previous_credits,other,from_10K_to_15K,not_available_or_no_savings,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,house_or_land,from_26_to_39,no_further_running_credits,rented_flat,one,executive,three_or_more,yes,yes
1290,good,no_balance_or_debit,<06,no_previous_credit_or_paid_back_all_previous_credits,furniture,less_than_0.5K,not_available_or_no_savings,from_4_to_7_years,from_20_to_25_percent,female_single,Guarantor,from_4_to_7_years,not_available_or_no_assets,from_26_to_39,at_other_banks,rented_flat,one,unskilled_with_permanent_residence,three_or_more,no,yes
1291,bad,no_running_account,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,other,from_0.5K_to_1K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_4_to_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,unskilled_with_permanent_residence,three_or_more,no,yes
1292,bad,0_to_200_DM,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_0.5K_to_1K,not_available_or_no_savings,from_1_to_4_years,from_20_to_25_percent,female_not_single_or_male_single,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,unskilled_with_permanent_residence,three_or_more,no,yes
1293,good,more_than_200_DM,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_0.5K_to_1K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,female_single,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1294,bad,0_to_200_DM,from_06_to_12,paid_back_previous_credits_at_this_bank,other,from_0.5K_to_1K,from_100_to_500_DM,from_4_to_7_years,less_than_20_percent,female_single,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,four_or_five,skilled_worker,three_or_more,yes,yes
1295,good,no_balance_or_debit,<06,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1K_to_1.5K,not_available_or_no_savings,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,up_to_two,no,yes
1296,bad,no_running_account,from_06_to_12,hesitant_pmt_of_previous_credit,household_appliances,from_1K_to_1.5K,not_available_or_no_savings,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,none,from_4_to_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1297,good,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,other,from_1K_to_1.5K,not_available_or_no_savings,less_than_1_year,less_than_20_percent,female_single,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1298,good,0_to_200_DM,<06,paid_back_previous_credits_at_this_bank,other,from_1K_to_1.5K,less_than_100_DM,more_than_7_years,from_20_to_35_percent,male_divorced_or_separated,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,up_to_two,yes,yes
1299,good,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1K_to_1.5K,from_100_to_500_DM,from_4_to_7_years,less_than_20_percent,female_not_single_or_male_single,none,less_than_1_year,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1300,good,more_than_200_DM,<06,paid_back_previous_credits_at_this_bank,furniture,from_1K_to_1.5K,not_available_or_no_savings,from_1_to_4_years,more_than_35_percent,female_not_single_or_male_single,none,less_than_1_year,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1301,good,no_running_account,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,other,from_1K_to_1.5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,female_not_single_or_male_single,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,skilled_worker,three_or_more,no,yes
1302,good,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1K_to_1.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,female_single,none,from_1_to_4_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1303,good,no_running_account,from_12_to_18,paid_back_previous_credits_at_this_bank,retraining,from_1.5K_to_2.5K,not_available_or_no_savings,less_than_1_year,from_20_to_25_percent,male_married_or_widowed,none,less_than_1_year,car_or_other,from_26_to_39,at_other_banks,rented_flat,two_or_three,unskilled_with_permanent_residence,three_or_more,no,yes
1304,good,more_than_200_DM,from_12_to_18,paid_back_previous_credits_at_this_bank,used_car,from_1.5K_to_2.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,female_not_single_or_male_single,none,from_1_to_4_years,house_or_land,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1305,good,no_balance_or_debit,from_12_to_18,paid_back_previous_credits_at_this_bank,retraining,from_1.5K_to_2.5K,more_than_1000_DM,from_1_to_4_years,less_than_20_percent,female_single,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,at_other_banks,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1306,good,more_than_200_DM,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1.5K_to_2.5K,less_than_100_DM,from_1_to_4_years,less_than_20_percent,female_not_single_or_male_single,Co-Applicant,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1307,good,more_than_200_DM,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,retraining,from_1.5K_to_2.5K,from_500_to_1000_DM,more_than_7_years,more_than_35_percent,male_divorced_or_separated,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1308,bad,more_than_200_DM,from_12_to_18,no_problems_current_credit_at_bank,retraining,from_1.5K_to_2.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,female_single,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1309,bad,no_balance_or_debit,from_12_to_18,hesitant_pmt_of_previous_credit,other,from_1.5K_to_2.5K,less_than_100_DM,less_than_1_year,from_20_to_25_percent,female_not_single_or_male_single,none,from_4_to_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1310,good,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1.5K_to_2.5K,not_available_or_no_savings,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1311,good,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,new_car,from_2.5K_to_5K,from_500_to_1000_DM,from_1_to_4_years,from_20_to_35_percent,female_not_single_or_male_single,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,skilled_worker,three_or_more,yes,yes
1312,good,no_running_account,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_2.5K_to_5K,not_available_or_no_savings,less_than_1_year,less_than_20_percent,female_not_single_or_male_single,none,more_than_7_years,car_or_other,from_26_to_39,no_further_running_credits,free_apartment,one,executive,three_or_more,yes,yes
1313,bad,no_balance_or_debit,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,other,from_2.5K_to_5K,less_than_100_DM,from_1_to_4_years,from_20_to_35_percent,female_not_single_or_male_single,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,two_or_three,skilled_worker,three_or_more,yes,yes
1314,good,no_running_account,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,used_car,from_2.5K_to_5K,from_500_to_1000_DM,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1315,good,0_to_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,other,from_2.5K_to_5K,less_than_100_DM,from_1_to_4_years,more_than_35_percent,female_not_single_or_male_single,none,less_than_1_year,saving_contract_or_life_insurance,from_26_to_39,at_other_banks,rented_flat,one,executive,three_or_more,yes,yes
1316,good,more_than_200_DM,from_18_to_24,no_problems_current_credit_at_bank,new_car,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_25_percent,male_married_or_widowed,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,at_department_stores,rented_flat,two_or_three,unskilled_with_permanent_residence,three_or_more,no,yes
1317,bad,no_balance_or_debit,from_42_to_48,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_2.5K_to_5K,not_available_or_no_savings,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1318,good,more_than_200_DM,from_12_to_18,paid_back_previous_credits_at_this_bank,used_car,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,house_or_land,from_26_to_39,no_further_running_credits,owner_occupied_flat,one,skilled_worker,three_or_more,yes,yes
1319,bad,more_than_200_DM,from_30_to_36,no_previous_credit_or_paid_back_all_previous_credits,used_car,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,female_not_single_or_male_single,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,executive,three_or_more,yes,yes
1320,good,more_than_200_DM,from_30_to_36,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_2.5K_to_5K,not_available_or_no_savings,more_than_7_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1321,good,no_balance_or_debit,from_06_to_12,paid_back_previous_credits_at_this_bank,used_car,from_2.5K_to_5K,not_available_or_no_savings,more_than_7_years,more_than_35_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,four_or_five,skilled_worker,three_or_more,yes,yes
1322,good,no_running_account,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,female_not_single_or_male_single,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1323,bad,no_balance_or_debit,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,new_car,from_2.5K_to_5K,from_100_to_500_DM,less_than_1_year,from_20_to_25_percent,female_not_single_or_male_single,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,skilled_worker,three_or_more,no,yes
1324,good,no_running_account,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,used_car,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1325,good,no_balance_or_debit,from_24_to_30,hesitant_pmt_of_previous_credit,retraining,from_2.5K_to_5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_35_percent,female_not_single_or_male_single,none,less_than_1_year,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1326,bad,no_balance_or_debit,from_24_to_30,paid_back_previous_credits_at_this_bank,other,from_2.5K_to_5K,not_available_or_no_savings,unemployed,less_than_20_percent,female_single,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,executive,three_or_more,no,yes
1327,bad,no_balance_or_debit,from_24_to_30,paid_back_previous_credits_at_this_bank,other,from_5K_to_7.5K,not_available_or_no_savings,unemployed,less_than_20_percent,female_single,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,executive,three_or_more,no,yes
1328,good,no_running_account,from_30_to_36,paid_back_previous_credits_at_this_bank,used_car,from_5K_to_7.5K,not_available_or_no_savings,from_1_to_4_years,from_20_to_25_percent,male_married_or_widowed,Guarantor,from_1_to_4_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1329,bad,no_running_account,from_06_to_12,hesitant_pmt_of_previous_credit,furniture,from_5K_to_7.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_1_to_4_years,car_or_other,from_26_to_39,no_further_running_credits,free_apartment,two_or_three,skilled_worker,three_or_more,yes,yes
1330,good,no_balance_or_debit,from_12_to_18,no_previous_credit_or_paid_back_all_previous_credits,other,from_5K_to_7.5K,not_available_or_no_savings,from_4_to_7_years,from_20_to_25_percent,male_married_or_widowed,none,from_4_to_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,free_apartment,one,unskilled_with_permanent_residence,three_or_more,no,yes
1331,bad,no_balance_or_debit,from_30_to_36,no_previous_credit_or_paid_back_all_previous_credits,new_car,from_7.5K_to_10K,not_available_or_no_savings,less_than_1_year,more_than_35_percent,female_single,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,executive,three_or_more,yes,yes
1332,bad,more_than_200_DM,from_30_to_36,no_problems_current_credit_at_bank,retraining,from_7.5K_to_10K,not_available_or_no_savings,less_than_1_year,more_than_35_percent,male_divorced_or_separated,none,less_than_1_year,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1333,good,more_than_200_DM,<06,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_0.5K_to_1K,not_available_or_no_savings,from_1_to_4_years,from_20_to_25_percent,female_not_single_or_male_single,none,less_than_1_year,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1334,good,0_to_200_DM,<06,no_problems_current_credit_at_bank,furniture,from_0.5K_to_1K,not_available_or_no_savings,less_than_1_year,from_20_to_35_percent,female_not_single_or_male_single,none,less_than_1_year,car_or_other,from_26_to_39,at_other_banks,rented_flat,one,skilled_worker,three_or_more,no,yes
1335,bad,no_running_account,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,other,from_0.5K_to_1K,more_than_1000_DM,more_than_7_years,less_than_20_percent,female_not_single_or_male_single,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,at_other_banks,rented_flat,one,skilled_worker,three_or_more,no,yes
1336,bad,no_balance_or_debit,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,used_car,from_0.5K_to_1K,not_available_or_no_savings,from_1_to_4_years,more_than_35_percent,female_not_single_or_male_single,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,at_other_banks,rented_flat,one,skilled_worker,three_or_more,no,yes
1337,good,no_balance_or_debit,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1K_to_1.5K,not_available_or_no_savings,from_4_to_7_years,less_than_20_percent,male_married_or_widowed,Guarantor,from_4_to_7_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,no,yes
1338,bad,more_than_200_DM,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,used_car,from_1K_to_1.5K,from_100_to_500_DM,from_1_to_4_years,less_than_20_percent,female_not_single_or_male_single,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,unskilled_with_permanent_residence,three_or_more,no,yes
1339,good,more_than_200_DM,from_12_to_18,paid_back_previous_credits_at_this_bank,furniture,from_1K_to_1.5K,more_than_1000_DM,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,from_4_to_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,skilled_worker,three_or_more,yes,yes
1340,bad,no_running_account,from_18_to_24,problematic_running_account,other,from_1K_to_1.5K,not_available_or_no_savings,unemployed,more_than_35_percent,female_not_single_or_male_single,Co-Applicant,more_than_7_years,house_or_land,from_26_to_39,no_further_running_credits,free_apartment,two_or_three,unemployed_or_unskilled_with_no_permanent_residence,three_or_more,no,yes
1341,good,more_than_200_DM,from_06_to_12,paid_back_previous_credits_at_this_bank,retraining,from_1K_to_1.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,female_not_single_or_male_single,Guarantor,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,two_or_three,executive,three_or_more,yes,yes
1342,bad,no_balance_or_debit,from_06_to_12,problematic_running_account,other,from_1K_to_1.5K,less_than_100_DM,from_4_to_7_years,from_20_to_35_percent,male_married_or_widowed,none,from_4_to_7_years,house_or_land,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,no,yes
1343,good,0_to_200_DM,<06,no_previous_credit_or_paid_back_all_previous_credits,other,from_1K_to_1.5K,more_than_1000_DM,less_than_1_year,more_than_35_percent,male_married_or_widowed,none,from_1_to_4_years,not_available_or_no_assets,from_26_to_39,no_further_running_credits,rented_flat,one,unskilled_with_permanent_residence,up_to_two,no,no
1344,bad,no_running_account,from_18_to_24,no_problems_current_credit_at_bank,furniture,from_1.5K_to_2.5K,not_available_or_no_savings,less_than_1_year,less_than_20_percent,female_not_single_or_male_single,none,from_1_to_4_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,unskilled_with_permanent_residence,three_or_more,yes,yes
1345,good,no_running_account,from_06_to_12,no_previous_credit_or_paid_back_all_previous_credits,other,from_1.5K_to_2.5K,not_available_or_no_savings,from_1_to_4_years,less_than_20_percent,female_not_single_or_male_single,Guarantor,more_than_7_years,car_or_other,from_26_to_39,no_further_running_credits,rented_flat,one,skilled_worker,three_or_more,yes,yes
1346,good,more_than_200_DM,from_18_to_24,no_previous_credit_or_paid_back_all_previous_credits,furniture,from_1.5K_to_2.5K,less_than_100_DM,from_1_to_4_years,less_than_20_percent,male_married_or_widowed,none,more_than_7_years,saving_contract_or_life_insurance,from_26_to_39,no_further_running_credits,free_apartment,one,executive,three_or_more,yes,yes
